06:47:54.979842,IP,34.111.179.186.443,>,134.53.148.193.34164,"Flags,[S.],seq,3475308272,ack,3001428659,win,65535,options,[mss,1380sackOKTS,val,3034462298,ecr,1954874218nopwscale,8],length,0"
06:47:54.979863,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[P.],seq,1:341,ack,1,win,502,options,[nopnopTS,val,1954874227,ecr,3409272707],length,340"
06:47:54.980110,IP,134.53.148.193.34164,>,34.111.179.186.443,"Flags,[.],ack,1,win,502,options,[nopnopTS,val,1954874227,ecr,3034462298],length,0"
06:47:54.985303,IP,34.111.179.186.443,>,134.53.148.193.34142,"Flags,[.],ack,1773,win,273,options,[nopnopTS,val,1457555891,ecr,1954874223],length,0"
06:47:54.988588,IP,34.111.179.186.443,>,134.53.148.193.34156,"Flags,[.],ack,341,win,261,options,[nopnopTS,val,3409272726,ecr,1954874227],length,0"
06:47:54.989237,IP,134.53.148.193.34162,>,34.111.179.186.443,"Flags,[P.],seq,1:341,ack,1,win,502,options,[nopnopTS,val,1954874236,ecr,1372580162],length,340"
06:47:54.991824,IP,134.53.148.193.34164,>,34.111.179.186.443,"Flags,[P.],seq,1:341,ack,1,win,502,options,[nopnopTS,val,1954874239,ecr,3034462298],length,340"
06:47:54.992966,IP,34.111.179.186.443,>,134.53.148.193.34156,"Flags,[P.],seq,1:4105,ack,341,win,261,options,[nopnopTS,val,3409272729,ecr,1954874227],length,4104"
06:47:54.992966,IP,34.111.179.186.443,>,134.53.148.193.34156,"Flags,[P.],seq,4105:4688,ack,341,win,261,options,[nopnopTS,val,3409272729,ecr,1954874227],length,583"
06:47:54.993257,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[.],ack,4105,win,488,options,[nopnopTS,val,1954874240,ecr,3409272729],length,0"
06:47:54.993271,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[.],ack,4688,win,484,options,[nopnopTS,val,1954874240,ecr,3409272729],length,0"
06:47:54.994186,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[P.],seq,341:421,ack,4688,win,501,options,[nopnopTS,val,1954874241,ecr,3409272729],length,80"
06:47:54.994218,IP,172.22.1.169.59433,>,134.53.148.193.22,"Flags,[P.],seq,2709550565:2709550601,ack,253262615,win,2048,options,[nopnopTS,val,3048554944,ecr,3190122754],length,36"
06:47:54.995428,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[P.],seq,421:672,ack,4688,win,501,options,[nopnopTS,val,1954874242,ecr,3409272729],length,251"
06:47:54.995442,IP,134.53.148.193.34156,>,34.111.179.186.443,"Flags,[P.],seq,672:1773,ack,4688,win,501,options,[nopnopTS,val,1954874242,ecr,3409272729],length,1101"
